filename	sentence	grader	scores	scores_tones	scores_inserts	speaker	l1	other_languages	semesters_study	pre_uni_years	gender	age	residency	birthplace
194-23-011.wav	Ngelinye ilanga ngazifunda izincwadi.	104	1.11111111111111E+030	"[""0"", ""1"", ""2"", ""5"", ""6"", ""8"", ""9"", ""10"", ""11""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
194-23-012.wav	Ngelinye ilanga ngazifunda izincwadi.	104	1.11010111111111E+030	"[""4"", ""5"", ""6"", ""15"", ""16""]"	"[""12""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
195-13-001.wav	Ungabizi abafana, asihambe manje.	101	1.11111111111111E+029	"[""1"", ""2""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
195-13-001.wav	Ungabizi abafana, asihambe manje.	102	1.11111111111111E+029	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
195-13-001.wav	Ungabizi abafana, asihambe manje.	104	1.11111111111111E+029	"[""1"", ""2"", ""3"", ""12"", ""13"", ""15"", ""16""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
195-13-002.wav	Ungabizi abafana, asihambe manje.	104	1.11111111111111E+029	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
195-13-003.wav	Ungabizi abafana, asihambe manje.	101	1.11111111111111E+029	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
195-13-003.wav	Ungabizi abafana, asihambe manje.	102	1.11111111111111E+029	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
195-13-003.wav	Ungabizi abafana, asihambe manje.	104	1.11011111111111E+029	"[""3"", ""6"", ""7"", ""8"", ""12"", ""13"", ""15"", ""16""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
195-13-004.wav	Ungabizi abafana, asihambe manje.	101	1.11111111111111E+029	"[""2""]"	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
195-13-004.wav	Ungabizi abafana, asihambe manje.	104	1.11111111111111E+029	"[""1"", ""7"", ""8"", ""12"", ""13""]"	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
195-13-005.wav	Ungabizi abafana, asihambe manje.	101	1.11111111111111E+029	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
195-13-005.wav	Ungabizi abafana, asihambe manje.	104	1.11111111111111E+029	"[""7"", ""8""]"	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
195-13-006.wav	Ungabizi abafana, asihambe manje.	101	1.11111111111111E+029	"[""11""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
195-13-006.wav	Ungabizi abafana, asihambe manje.	102	1.11111111111111E+029	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
195-13-007.wav	Ungabizi abafana, asihambe manje.	104	1.11111111111111E+029	"[""2"", ""3""]"	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
195-13-008.wav	Ungabizi abafana, asihambe manje.	101	1.11011111111111E+029	"[""2""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
195-13-008.wav	Ungabizi abafana, asihambe manje.	104	1.11011111011111E+029	"[""2"", ""3"", ""10"", ""11"", ""12"", ""13"", ""15"", ""16""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
195-13-009.wav	Ungabizi abafana, asihambe manje.	104	1.01011011111111E+029	"[""7"", ""8"", ""10"", ""11"", ""12"", ""13"", ""15"", ""16""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
195-13-010.wav	Ungabizi abafana, asihambe manje.	104	1.11111111111111E+029	"[""12"", ""13"", ""15"", ""16""]"	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
195-13-011.wav	Ungabizi abafana, asihambe manje.	102	1.11111111111111E+029	[]	"[""23""]"	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
195-13-011.wav	Ungabizi abafana, asihambe manje.	104	1.11011111111111E+029	"[""12"", ""13"", ""15"", ""16""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
195-13-012.wav	Ungabizi abafana, asihambe manje.	102	1.11111111111111E+028	[]	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
195-13-012.wav	Ungabizi abafana, asihambe manje.	104	1.11111111111111E+028	"[""5"", ""6"", ""7"", ""8"", ""10"", ""11"", ""13"", ""15"", ""16""]"	"[""11""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
196-9-001.wav	Umfana mfushane na?	101	1.11111111111111E+016	"[""0"", ""1""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
196-9-001.wav	Umfana mfushane na?	104	1.11111111111111E+016	"[""1""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
196-9-002.wav	Umfana mfushane na?	101	1.11111111111111E+016	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
196-9-003.wav	Umfana mfushane na?	101	1.11111101111111E+016	[]	"[""7""]"	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
196-9-003.wav	Umfana mfushane na?	102	1.11111111111111E+016	[]	"[""7""]"	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
196-9-004.wav	Umfana mfushane na?	101	1.11111111111111E+016	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
196-9-005.wav	Umfana mfushane na?	101	1.11111111111111E+016	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
196-9-006.wav	Umfana mfushane na?	101	1.11111111111111E+016	"[""8""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
196-9-006.wav	Umfana mfushane na?	104	1.11111111101111E+016	"[""8""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
196-9-007.wav	Umfana mfushane na?	104	1.11111111111111E+016	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
196-9-008.wav	Umfana mfushane na?	104	1.11111111111111E+016	[]	"[""7""]"	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
196-9-009.wav	Umfana mfushane na?	104	1111111110111111	"[""1"", ""2"", ""6""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
196-9-010.wav	Umfana mfushane na?	102	1.11111111111111E+016	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
196-9-010.wav	Umfana mfushane na?	104	1.11111111111111E+016	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
196-9-011.wav	Umfana mfushane na?	104	1.11111111111111E+016	"[""1"", ""2"", ""8""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
196-9-012.wav	Umfana mfushane na?	104	1.11011111111111E+016	"[""0"", ""1"", ""2"", ""4"", ""5"", ""6""]"	"[""7""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
197-23-001.wav	Musani ukuhlala lapha, hambani khona manje.	102	1.11111111101111E+037	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
197-23-002.wav	Musani ukuhlala lapha, hambani khona manje.	101	1.11111111111111E+037	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
197-23-002.wav	Musani ukuhlala lapha, hambani khona manje.	104	1.11111111111111E+037	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
197-23-003.wav	Musani ukuhlala lapha, hambani khona manje.	101	1.11111111111111E+037	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
197-23-003.wav	Musani ukuhlala lapha, hambani khona manje.	102	1.11111111111111E+037	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
197-23-003.wav	Musani ukuhlala lapha, hambani khona manje.	104	1.11111110111111E+037	"[""5"", ""9"", ""10"", ""12"", ""13"", ""14"", ""20""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
197-23-004.wav	Musani ukuhlala lapha, hambani khona manje.	101	1.11111111111111E+037	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
197-23-004.wav	Musani ukuhlala lapha, hambani khona manje.	102	1.11111111111111E+037	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
197-23-005.wav	Musani ukuhlala lapha, hambani khona manje.	101	1.11111111111111E+037	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
197-23-006.wav	Musani ukuhlala lapha, hambani khona manje.	101	1.11111111111111E+037	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
197-23-007.wav	Musani ukuhlala lapha, hambani khona manje.	104	1.11111111111111E+037	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
197-23-008.wav	Musani ukuhlala lapha, hambani khona manje.	101	1.11111111101111E+037	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
197-23-008.wav	Musani ukuhlala lapha, hambani khona manje.	104	1.11111110101111E+037	"[""19"", ""20""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
197-23-009.wav	Musani ukuhlala lapha, hambani khona manje.	102	1.11111111101111E+037	[]	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
197-23-010.wav	Musani ukuhlala lapha, hambani khona manje.	104	1.11111111111111E+037	"[""0"", ""1"", ""2"", ""19"", ""20""]"	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
197-23-011.wav	Musani ukuhlala lapha, hambani khona manje.	104	1.11111111111111E+037	"[""0"", ""1"", ""2"", ""6"", ""7"", ""12"", ""13"", ""14"", ""19"", ""20""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
197-23-012.wav	Musani ukuhlala lapha, hambani khona manje.	104	1.11111110111111E+037	"[""19"", ""20""]"	"[""0"", ""7""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
198-22-001.wav	Ngiyaqinisa, Nkosi.	101	1111011111100111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
198-22-001.wav	Ngiyaqinisa, Nkosi.	104	1111011111110111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
198-22-002.wav	Ngiyaqinisa, Nkosi.	101	1111111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
198-22-002.wav	Ngiyaqinisa, Nkosi.	104	1111011111110111	"[""0"", ""1"", ""2"", ""3"", ""4"", ""6"", ""7""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
198-22-003.wav	Ngiyaqinisa, Nkosi.	104	1111010011110111	"[""6"", ""7""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
198-22-004.wav	Ngiyaqinisa, Nkosi.	104	1111011111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
198-22-005.wav	Ngiyaqinisa, Nkosi.	101	1111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
198-22-005.wav	Ngiyaqinisa, Nkosi.	104	1111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
198-22-006.wav	Ngiyaqinisa, Nkosi.	101	1111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
198-22-006.wav	Ngiyaqinisa, Nkosi.	102	1111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
198-22-006.wav	Ngiyaqinisa, Nkosi.	104	1111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
198-22-007.wav	Ngiyaqinisa, Nkosi.	104	1111111111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
198-22-008.wav	Ngiyaqinisa, Nkosi.	101	1111001111110111	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
198-22-008.wav	Ngiyaqinisa, Nkosi.	104	1111001111110111	[]	"[""0""]"	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
198-22-009.wav	Ngiyaqinisa, Nkosi.	104	11111111110111	"[""3"", ""4"", ""6"", ""7""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
198-22-010.wav	Ngiyaqinisa, Nkosi.	102	1111111111111111	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
198-22-011.wav	Ngiyaqinisa, Nkosi.	104	1111011111110111	"[""3"", ""4"", ""6"", ""7""]"	"[""0""]"	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
198-22-012.wav	Ngiyaqinisa, Nkosi.	102	1111000000111111	"[""2"", ""3"", ""4""]"	"[""4"", ""5"", ""6"", ""7"", ""8"", ""9""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
198-22-012.wav	Ngiyaqinisa, Nkosi.	104	1111000000110111	"[""6"", ""7""]"	"[""0""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
199-20-001.wav	Musani ukuthenga.	101	11111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
199-20-001.wav	Musani ukuthenga.	104	11111111011111	"[""0"", ""1"", ""2""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
199-20-002.wav	Musani ukuthenga.	101	11111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
199-20-002.wav	Musani ukuthenga.	102	11111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
199-20-003.wav	Musani ukuthenga.	101	11111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
199-20-003.wav	Musani ukuthenga.	102	11111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
199-20-003.wav	Musani ukuthenga.	104	11111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
199-20-004.wav	Musani ukuthenga.	101	11111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
199-20-004.wav	Musani ukuthenga.	104	11111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
199-20-005.wav	Musani ukuthenga.	101	11111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
199-20-006.wav	Musani ukuthenga.	101	11111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
199-20-006.wav	Musani ukuthenga.	104	11111111111111	"[""6"", ""7""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
199-20-007.wav	Musani ukuthenga.	104	11111111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
199-20-008.wav	Musani ukuthenga.	101	11111111111111	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
199-20-008.wav	Musani ukuthenga.	104	11111111011111	"[""0"", ""1"", ""2""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
199-20-009.wav	Musani ukuthenga.	102	11111111101111	[]	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
199-20-009.wav	Musani ukuthenga.	104	11111111001111	[]	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
199-20-010.wav	Musani ukuthenga.	102	11111111111111	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
199-20-011.wav	Musani ukuthenga.	104	11111111111111	"[""0"", ""1"", ""2""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
199-20-012.wav	Musani ukuthenga.	104	10011111011111	"[""6"", ""7""]"	"[""0""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
2-5-001.wav	Bayanibonga.	104	1111110111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
2-5-002.wav	Bayanibonga.	102	1111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
2-5-002.wav	Bayanibonga.	104	1111111111	"[""3""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
2-5-003.wav	Bayanibonga.	102	1111001111	"[""2""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
2-5-003.wav	Bayanibonga.	104	111110111	"[""3"", ""4""]"	"[""5""]"	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
2-5-004.wav	Bayanibonga.	104	1111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
2-5-005.wav	Bayanibonga.	101	1111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
2-5-005.wav	Bayanibonga.	102	1111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
2-5-005.wav	Bayanibonga.	104	1111111111	"[""2""]"	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
2-5-006.wav	Bayanibonga.	104	111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
2-5-007.wav	Bayanibonga.	104	1111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
2-5-008.wav	Bayanibonga.	101	111111011	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
2-5-008.wav	Bayanibonga.	102	1111111111	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
2-5-008.wav	Bayanibonga.	104	111110111	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
2-5-009.wav	Bayanibonga.	102	1110111111	[]	"[""3""]"	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
2-5-009.wav	Bayanibonga.	104	1110111111	[]	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
2-5-010.wav	Bayanibonga.	104	111110111	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
2-5-011.wav	Bayanibonga.	104	111110111	[]	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
2-5-012.wav	Bayanibonga.	104	111111111	"[""1"", ""2"", ""3"", ""4""]"	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
20-22-001.wav	Sizothanda.	101	111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
20-22-002.wav	Sizothanda.	101	111111111	"[""2""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
20-22-002.wav	Sizothanda.	104	111111111	"[""1"", ""2"", ""3""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
20-22-003.wav	Sizothanda.	101	111111111	"[""2"", ""3""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
20-22-003.wav	Sizothanda.	104	111111111	"[""2"", ""3""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
20-22-004.wav	Sizothanda.	101	111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
20-22-004.wav	Sizothanda.	104	111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
20-22-005.wav	Sizothanda.	104	11111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
20-22-006.wav	Sizothanda.	104	111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
20-22-007.wav	Sizothanda.	102	111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
20-22-008.wav	Sizothanda.	101	111111111	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
20-22-008.wav	Sizothanda.	104	111111111	"[""1"", ""2"", ""3""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
20-22-009.wav	Sizothanda.	104	111111111	[]	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
20-22-010.wav	Sizothanda.	102	111111111	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
20-22-011.wav	Sizothanda.	104	111111111	[]	"[""0"", ""1"", ""2"", ""3""]"	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
20-22-012.wav	Sizothanda.	102	11111111	[]	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
200-PHR-001.wav	Izulu liyabuyisa.	101	1111111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
200-PHR-001.wav	Izulu liyabuyisa.	104	1111111111111111	"[""6"", ""7"", ""8""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
200-PHR-002.wav	Izulu liyabuyisa.	104	1111111111111111	"[""6"", ""7"", ""8""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
200-PHR-003.wav	Izulu liyabuyisa.	101	1111111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
200-PHR-003.wav	Izulu liyabuyisa.	104	1111111111011111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
200-PHR-004.wav	Izulu liyabuyisa.	101	1111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
200-PHR-004.wav	Izulu liyabuyisa.	102	1111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
200-PHR-005.wav	Izulu liyabuyisa.	101	1111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
200-PHR-005.wav	Izulu liyabuyisa.	102	1111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
200-PHR-005.wav	Izulu liyabuyisa.	104	1111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
200-PHR-006.wav	Izulu liyabuyisa.	104	1111111111111111	"[""4"", ""5""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
200-PHR-007.wav	Izulu liyabuyisa.	104	1111111111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
200-PHR-008.wav	Izulu liyabuyisa.	104	1111111111011111	"[""1"", ""2"", ""7"", ""8""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
200-PHR-009.wav	Izulu liyabuyisa.	102	1111111010111011	"[""5"", ""7""]"	"[""7"", ""9"", ""13""]"	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
200-PHR-009.wav	Izulu liyabuyisa.	104	1111111010011011	"[""4"", ""5"", ""6"", ""7"", ""8""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
200-PHR-010.wav	Izulu liyabuyisa.	104	1111111111111111	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
200-PHR-011.wav	Izulu liyabuyisa.	104	1111111111011111	[]	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
200-PHR-012.wav	Izulu liyabuyisa.	102	1111111111101101	"[""6""]"	"[""11"", ""14""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
200-PHR-012.wav	Izulu liyabuyisa.	104	1111110000000000	[]	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
201-24-001.wav	Siyothula.	101	11111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
201-24-001.wav	Siyothula.	104	11111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
201-24-002.wav	Siyothula.	101	11111111	"[""1""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
201-24-003.wav	Siyothula.	101	11111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
